conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00000074,37,['disputa_saldo_o_cobro'],['extension_plazo'],['beneficio_inmediato'],0,,7.0,100,frustrado,empatico,True,"El cliente contactó al banco para validar su caso debido a una discrepancia en el cálculo de la cuota y la imposibilidad de realizar el pago en la app. Tras la verificación, el asesor proporcionó un enlace de pago virtual y el cliente realizó el pago de inmediato, resolviendo la mora. La conversación finalizó con el cliente satisfecho y otorgando una calificación alta.",qwen/qwen3.8-27b
CONV_00000075,32,['desconexion_o_rebote'],"['fraccionamiento', 'extension_plazo']","['beneficio_inmediato', 'empatia_y_apoyo']",0,,,80,neutral,empatico,False,El cliente solicita validar su caso y confirmar la posibilidad de pagar la deuda en línea; el asesor ofrece opciones de pago y confirma que el cliente realizará el pago el día indicado. Resultado: el cliente acepta pagar el día señalado.,openai/gpt-oss-20b
CONV_00000076,22,['desconexion_o_rebote'],[],[],0,,,40,neutral,ineficaz,False,"El cliente inició la conversación para validar su caso y proporcionó datos de identificación, aunque hubo dificultades con el correo electrónico registrado. El asesor intentó cerrar un pago para el día de hoy o una fecha futura, pero el cliente indicó que estaba ocupado y la conversación terminó sin acuerdo de pago ni resolución del problema de validación.",qwen/qwen3.8-27b
CONV_00000077,26,['desempleo'],[],[],0,,,40,neutral,neutral,True,"La cliente contacta para retomar una llamada anterior en la que solicitaba la reducción de cuotas de su tarjeta de crédito. Tras ser transferida y consultada por el motivo de mora, indica que se quedó sin contrato laboral. La conversación finaliza con una transferencia a un asesor especializado y la posterior encuesta de satisfacción del bot.",gemini-3.5-flash-lite
CONV_00000078,21,['desempleo'],[],[],0,,,50,colaborativo,neutral,False,"El cliente se comunica al banco y confirma sus datos de validación tras recibir un mensaje de cobranza. Manifiesta que se encuentra desempleado y solicita ayuda con sus obligaciones, pero la conversación es transferida a otro asesor sin concretar un acuerdo de pago.",gemini-3.5-flash-lite
CONV_00000079,26,['pago_ya_realizado'],[],['beneficio_inmediato'],0,,,30,frustrado,neutral,True,"La cliente se comunica para gestionar su pago, pero ante la insistencia de una promesa de pago por parte del asesor, manifiesta que ya realizó el pago adjuntando un comprobante. El resultado es el registro del pago pendiente de validación por 24 horas y la cliente inconforme con la generación de la promesa.",gemini-3.5-flash-lite
CONV_00000080,42,['disputa_saldo_o_cobro'],['extension_plazo'],['empatia_y_apoyo'],1,07/07,7.0,100,colaborativo,empatico,True,"El cliente contacta al banco para validar el estado de su mora y cruzar pagos anteriores. Tras la revisión del asesor, el cliente se compromete formalmente a pagar para el día 07/07 y consulta sobre abonos a capital.",gemini-3.5-flash-lite
CONV_00000081,21,['desconexion_o_rebote'],[],[],0,,7.0,100,colaborativo,neutral,False,El cliente muestra interés en ser contactado por el banco para ponerse al día. Solicita que la llamada se realice al día siguiente a las 9 am. La conversación finaliza con una encuesta de satisfacción donde el cliente califica positivamente.,gemini-3.5-flash-lite
CONV_00000082,21,['pago_ya_realizado'],[],[],0,,,40,colaborativo,neutral,True,"El cliente contacta para solicitar un link de pago para su tarjeta de crédito ya que no lograba verlo en la web. El asesor proporciona el enlace y el cliente responde 'HECHO', indicando que ya realizó la transacción. La conversación finaliza con mensajes automáticos sin confirmar la validación del pago.",gemini-3.5-flash-lite
CONV_00000083,39,"['falta_liquidez', 'disputa_saldo_o_cobro']",['fraccionamiento'],[],0,,0.0,0,indignado,ineficaz,True,"El cliente manifiesta inconformidad con el alto valor de la cuota actual de su préstamo y señala que no ha recibido la ayuda solicitada en reiteradas ocasiones. El asesor le indica que solo puede realizar abonos parciales, lo cual genera insatisfacción y la negativa del cliente para llegar a un acuerdo, finalizando la gestión sin normalizar la obligación.",gemini-3.5-flash-lite
CONV_00000084,56,"['salud', 'desempleo']","['extension_plazo', 'derivacion_reclamos']",['empatia_y_apoyo'],0,,,70,colaborativo,empatico,False,Cliente con mora en producto de libranza explica que salió pensionada por motivos de salud y sus ingresos disminuyeron. El asesor le indica el proceso para actualizar su desvinculación laboral y le ofrece alternativas de traslado de cuotas o pago por ventanilla. La conversación finaliza con la autorización del cliente para una llamada explicativa sin concretar un acuerdo de pago con fecha.,gemini-3.5-flash-lite
CONV_00000085,29,"['falta_liquidez', 'priorizacion_otros_gastos']","['refinanciacion', 'fraccionamiento']",['empatia_y_apoyo'],1,10 de PERSONA_00000108,,90,colaborativo,empatico,False,El cliente se comunica interesado en buscar alternativas para ponerse al día a pesar de tener una disminución en su flujo de caja y priorizar otros gastos. Llega a un acuerdo de pago para el 10 del mes y discute la opción de unificar sus obligaciones crediticias con el asesor.,gemini-3.5-flash-lite
CONV_00000086,26,['falta_liquidez'],[],[],1,10,,90,colaborativo,neutral,False,El cliente es contactado por mora en su crédito vehicular y explica que no ha podido pagar porque su pago llega el día 10. Se coordina una llamada para el día siguiente para validar la alternativa de pago.,gemini-3.5-flash-lite
CONV_00000087,25,['disputa_saldo_o_cobro'],"['derivacion_reclamos', 'fraccionamiento']",[],0,,,0,frustrado,neutral,True,El cliente contacta al banco solicitando información sobre un mensaje de cobro y manifiesta que está al día y esperaba un acuerdo de pago previo. El asesor le informa que el acuerdo fue cancelado por falta de documentos y le indica que debe comunicarse a servicio al cliente para realizar el endoso de la póliza. El resultado fue la derivación del cliente para gestionar la documentación pendiente sin llegar a un acuerdo de pago.,gemini-3.5-flash-lite
CONV_00000088,24,['desconexion_o_rebote'],[],[],1,FECHA_ANONIMIZADA,,100,colaborativo,neutral,False,"El cliente se comunica con el bot y posteriormente con un asesor para recibir información sobre su crédito en mora. Tras validar sus datos, el cliente confirma su disposición de pago para la fecha solicitada y menciona el medio de pago AVAL PAY. Se concreta el compromiso de pago con éxito.",gemini-3.5-flash-lite
CONV_00000089,31,['disputa_saldo_o_cobro'],[],[],0,,0.0,0,indignado,neutral,True,"El banco contacta para cobranza, pero el cliente manifiesta que no reconoce ninguna deuda y que están llamando a un teléfono empresarial por error. La conversación finaliza sin acuerdo debido a la negativa del cliente a proporcionar datos sin saber el origen de la deuda y su posterior mala calificación en la encuesta de satisfacción.",gemini-3.5-flash-lite
CONV_00000090,27,['pago_ya_realizado'],[],[],0,,,40,frustrado,neutral,True,El cliente contacta al banco tras recibir mensajes de cobro indicando que no sabe qué debe. | El cliente manifiesta que ya pagó su crédito de vivienda y el asesor confirma que el pago está registrado pero pendiente de actualización en el sistema. | Se deja la anotación interna sin requerir un nuevo pago.,gemini-3.5-flash-lite
CONV_00000091,24,['consulta_o_tramite'],[],[],0,,,30,colaborativo,ineficaz,False,El cliente inició el proceso de contacto manifestando interés en pagar su crédito hipotecario y solicitando el valor. El asesor solicitó datos de validación pero la conversación se estancó y finalizó sin concretar el acuerdo ni entregar la información solicitada debido a desconexiones del canal.,gemini-3.5-flash-lite
CONV_00000092,47,['falta_liquidez'],"['extension_plazo', 'fraccionamiento']","['evitar_reporte', 'beneficio_inmediato', 'empatia_y_apoyo']",0,,,40,frustrado,empatico,False,"El cliente solicita información sobre su crédito y manifiesta falta de liquidez y calamidad doméstica para cubrir la cuota mensual. El asesor ofrece una ampliación de plazo condicionada a un abono inicial, pero el cliente rechaza la alternativa tras confusiones con las fechas y decide realizar abonos de manera independiente.",gemini-3.5-flash-lite
CONV_00000093,33,['disputa_saldo_o_cobro'],[],[],0,,6.0,83,neutral,neutral,True,Cliente contacta solicitando informacion sobre mensajes de cobro y reportes. Se genera una disputa ya que el cliente afirma que la empresa realiza el descuento por nomina y que hubo un error de aplicacion de pago anterior en una oficina. La conversacion finaliza sin acuerdo de pago a la espera de que el cliente valide con su empresa.,gemini-3.5-flash-lite
CONV_00000094,43,"['disputa_saldo_o_cobro', 'consulta_o_tramite']",[],"['evitar_reporte', 'evitar_gastos']",0,,,0,frustrado,presionador,True,"El cliente contacta para consultar el saldo de su crédito de vivienda y cuestiona los periodos vencidos reclamando una aclaración sobre los valores de mayo y junio. Aunque menciona que va a pagar una parte, surge una disputa por el saldo y el asesor insiste fuertemente con amenazas de cobranza jurídica y reporte negativo sin resolver la confusión del cliente.",gemini-3.5-flash-lite
CONV_00000095,44,['pago_ya_realizado'],[],[],0,,,0,frustrado,neutral,True,"El cliente se contacta indicando que ya realizó un pago el 30 de junio y aporta comprobantes, pero el asesor informa que en el sistema no se registra y le pide comunicarse a servicio al cliente. El resultado es un proceso sin acuerdo de pago y con reclamo activo por pago no reflejado.",gemini-3.5-flash-lite
CONV_00000096,20,['pago_ya_realizado'],[],[],0,,,20,neutral,neutral,True,"El cliente se comunica con el asesor para gestionar un acuerdo de pago para su crédito en mora. Durante la conversación, el cliente manifiesta que ya realizó un pago el 30 de junio. La conversación finaliza sin acuerdo debido a la notificación del pago previo.",gemini-3.5-flash-lite
CONV_00000097,41,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['derivacion_reclamos'],[],0,,,10,frustrado,neutral,True,"El cliente contacta al banco para consultar por qué se encuentra en mora si a él le descuentan los pagos directamente de la nómina. Presenta recibos que comprueban el descuento en junio, por lo que el asesor le indica que debe comunicarse con el área de nómina de su empresa. La conversación finaliza sin acuerdo de pago debido a la discrepancia en el recaudo y requiere escalamiento.",gemini-3.5-flash-lite
CONV_00000098,43,['falta_liquidez'],['extension_plazo'],"['evitar_reporte', 'evitar_gastos']",1,FECHA_ANONIMIZADA,7.0,100,colaborativo,neutral,False,"El cliente solicita información sobre su saldo pendiente y manifiesta demora temporal por canje de cheque. Tras validar su identidad y los canales de pago, se establece un compromiso de pago para una fecha específica aceptada por ambas partes.",gemini-3.5-flash-lite
CONV_00000099,64,"['falta_liquidez', 'priorizacion_otros_gastos']",['fraccionamiento'],[],0,,6.0,83,colaborativo,empatico,False,"Cliente presenta mora de 30 días en tarjeta de crédito y manifiesta falta de liquidez por gastos adicionales. Se le ofrece y solicita un acuerdo de diferido a 36 meses, quedando pendiente la aprobación del comité del banco.",gemini-3.5-flash-lite
CONV_00000100,34,['consulta_o_tramite'],[],[],0,,,0,indignado,ineficaz,True,"El cliente manifiesta tener la intención y el dinero para pagar, pero presenta fallas técnicas en la plataforma de pago y dificultades con la validación de identidad. Debido a la frustración y la imposibilidad de procesar el pago por problemas del canal digital, la conversación requiere escalamiento.",gemini-3.5-flash-lite
CONV_00000101,24,['desconexion_o_rebote'],[],[],0,,,70,neutral,empatico,False,Cliente solicita información de la obligación sin expresar motivo de no pago. Asesor brinda datos y solicita más información. Conversación termina sin acuerdo de pago.,openai/gpt-oss-20b
CONV_00000102,40,['priorizacion_otros_gastos'],['fraccionamiento'],"['evitar_reporte', 'empatia_y_apoyo']",0,,,60,colaborativo,empatico,False,El cliente contacta al banco para buscar una alternativa de compra de cartera debido a problemas de liquidez generados por un préstamo informal. El asesor informa que no hay alivios disponibles por negociaciones recientes pero sugiere realizar abonos. La conversación finaliza sin un acuerdo de pago específico.,gemini-3.5-flash-lite
CONV_00000103,29,['consulta_o_tramite'],[],[],0,,,70,neutral,empatico,False,El cliente se comunica para verificar el valor de sus próximas cuotas y cuestiona la recepción de mensajes repetitivos sobre el aumento del pago. El asesor confirma los valores de las cuotas y aclara que dejará un registro para evitar que se sigan generando dichos mensajes. La conversación finaliza de manera cordial sin requerir acuerdo de pago dado que el crédito se encuentra al día.,gemini-3.5-flash-lite
CONV_00000104,24,['consulta_o_tramite'],[],['evitar_reporte'],1,lunes 6,,100,colaborativo,empatico,False,"El cliente inicia consultando información sobre su saldo pendiente de pago. Tras verificar los datos, el asesor gestiona el compromiso de pago para el lunes 6, el cual es aceptado por el cliente. La conversación finaliza de manera cordial sin incidentes.",gemini-3.5-flash-lite
